Topic,Count,Name,Representation,Representative_Docs
84,29,84_newline_eof_trailing_line,"['newline', 'eof', 'trailing', 'line', 'endings', 'lint', 'lines', 'spaces', 'newlines', 'trim']","['fix trailing whitespace at eof summary remove trailing space at end of ensure file ends with newline testing', 'fix import statements and newline summary update imports in ensure final newline at eof testing', 'fix newline at eof summary add trailing newline to add trailing newline to testing']"
85,29,85_cmake_coverage_valgrind_qt,"['cmake', 'coverage', 'valgrind', 'qt', 'catch2', 'helgrind', 'mapmaker', 'stylelayer', 'unit', 'tests']","['apply test commons cmake macro apply test commons cmake macro', 'add coverage tests for breaklines summary add tests for mapmaker s helper register the test target in cmake confirm 100 branch coverage using gcov testing', 'fix stylelayer default selector summary fix incorrect default selector initialization add valgrind suppressions for qt related helgrind warnings regenerate coverage report testing']"
86,29,86_snyk_pull_request_severity,"['snyk', 'pull', 'request', 'severity', 'merge', 'exploit', 'has', 'li', 'protect', 'concept']","['snyk security upgrade snyk from 1 503 0 to 1 685 0 p this pr was automatically created by snyk using the credentials of a real user has created this pr to fix one or more vulnerable packages in the dependencies of this project changes included in this pr changes to the following files to upgrade the vulnerable dependencies to a fixed version package json package lock json vulnerabilities that will be fixed with an upgrade severity priority score issue breaking change exploit maturity medium severity medium severity 529 br why has a fix available cvss 6 3 arbitrary file write via archive extraction zip slip br no no known exploit medium severity medium severity 586 br why proof of concept exploit has a fix available cvss 5 3 prototype pollution br no proof of concept note that the real score may have changed since the pr was raised details summary b commit messages details summary package name b snyk the new version differs by 250 commits ul li a href merge pull request 2105 from snyk li a href merge pull request 2181 from snyk li a href merge pull request 2180 from snyk li a href test migrate is docker to jest li a href test migrate old snyk format to jest li a href feat snyk cli is bundled with webpack li a href merge pull request 2175 from snyk li a href merge pull request 2178 from snyk li a href fix protect skip previously patched files li a href fix protect catch and log unexpected errors li a href chore protect move api url warnings to stderr li a href refactor protect move stdout logs to top level li a href merge pull request 2177 from snyk li a href test server close uses callbacks not promises li a href test increase timeout for slow oauth test li a href merge pull request 2172 from snyk li a href chore don x27 t run tests on master li a href merge pull request 2165 from snyk li a href merge pull request 2167 from snyk li a href refactor replace cc parser with split functions li a href merge pull request 2166 from snyk li a href merge pull request 2163 from snyk li a href fix support quoted keys in inline tables li a href merge pull request 2164 from snyk a href the full diff check the changes in this pr to ensure they won t cause issues with your project note you are seeing this because you or someone else with access to this repository has authorized snyk to open fix prs for more information img src width 0 height 0 view latest project report adjust project settings read more about snyk s upgrade and patch logic snyk metadata prid 2149 4090 a0bc prpublicid 2149 4090 a0bc dependencies name snyk from 1 503 0 to 1 685 0 packagemanager npm projectpublicid ac78 4739 bd7f projecturl patch vulns snyk js jszip snyk js xml2js upgrade snyk js jszip snyk js xml2js isbreakingchange false env prod prtype fix templatevariants updated fix title priorityscore priorityscorelist 529 586 remediationstrategy vuln learn how to fix vulnerabilities with free interactive lessons prototype pollution', 'snyk security upgrade snyk from 1 503 0 to 1 685 0 p this pr was automatically created by snyk using the credentials of a real user has created this pr to fix one or more vulnerable packages in the dependencies of this project changes included in this pr changes to the following files to upgrade the vulnerable dependencies to a fixed version package json package lock json vulnerabilities that will be fixed with an upgrade severity priority score issue breaking change exploit maturity high severity high severity 696 br why proof of concept exploit has a fix available cvss 7 5 regular expression denial of service redos br no proof of concept high severity high severity 686 br why proof of concept exploit has a fix available cvss 7 3 prototype pollution br no proof of concept note that the real score may have changed since the pr was raised details summary b commit messages details summary package name b snyk the new version differs by 250 commits ul li a href merge pull request 2105 from snyk li a href merge pull request 2181 from snyk li a href merge pull request 2180 from snyk li a href test migrate is docker to jest li a href test migrate old snyk format to jest li a href feat snyk cli is bundled with webpack li a href merge pull request 2175 from snyk li a href merge pull request 2178 from snyk li a href fix protect skip previously patched files li a href fix protect catch and log unexpected errors li a href chore protect move api url warnings to stderr li a href refactor protect move stdout logs to top level li a href merge pull request 2177 from snyk li a href test server close uses callbacks not promises li a href test increase timeout for slow oauth test li a href merge pull request 2172 from snyk li a href chore don x27 t run tests on master li a href merge pull request 2165 from snyk li a href merge pull request 2167 from snyk li a href refactor replace cc parser with split functions li a href merge pull request 2166 from snyk li a href merge pull request 2163 from snyk li a href fix support quoted keys in inline tables li a href merge pull request 2164 from snyk a href the full diff check the changes in this pr to ensure they won t cause issues with your project note you are seeing this because you or someone else with access to this repository has authorized snyk to open fix prs for more information img src width 0 height 0 view latest project report adjust project settings read more about snyk s upgrade and patch logic snyk metadata prid c3c7 44a2 9c9d prpublicid c3c7 44a2 9c9d dependencies name snyk from 1 503 0 to 1 685 0 packagemanager npm projectpublicid ac78 4739 bd7f projecturl patch vulns snyk js ansiregex snyk js lodashset upgrade snyk js ansiregex snyk js lodashset isbreakingchange false env prod prtype fix templatevariants updated fix title priorityscore priorityscorelist 696 686 remediationstrategy vuln learn how to fix vulnerabilities with free interactive lessons regular expression denial of service redos prototype pollution', 'snyk fix for 1 vulnerabilities p this pr was automatically created by snyk using the credentials of a real user has created this pr to fix one or more vulnerable packages in the dependencies of this project changes included in this pr changes to the following files to upgrade the vulnerable dependencies to a fixed version package json package lock json vulnerabilities that will be fixed with an upgrade severity priority score issue breaking change exploit maturity medium severity medium severity 658 br why proof of concept exploit recently disclosed has a fix available cvss 5 3 regular expression denial of service redos br yes proof of concept note that the real score may have changed since the pr was raised details summary b commit messages details summary package name b electron store the new version differs by 3 commits ul li a href 6 0 0 li a href require electron 7 and later li a href upgrade x60 conf x60 a href the full diff details summary package name b snyk the new version differs by 250 commits ul li a href merge pull request 2105 from snyk li a href merge pull request 2181 from snyk li a href merge pull request 2180 from snyk li a href test migrate is docker to jest li a href test migrate old snyk format to jest li a href feat snyk cli is bundled with webpack li a href merge pull request 2175 from snyk li a href merge pull request 2178 from snyk li a href fix protect skip previously patched files li a href fix protect catch and log unexpected errors li a href chore protect move api url warnings to stderr li a href refactor protect move stdout logs to top level li a href merge pull request 2177 from snyk li a href test server close uses callbacks not promises li a href test increase timeout for slow oauth test li a href merge pull request 2172 from snyk li a href chore don x27 t run tests on master li a href merge pull request 2165 from snyk li a href merge pull request 2167 from snyk li a href refactor replace cc parser with split functions li a href merge pull request 2166 from snyk li a href merge pull request 2163 from snyk li a href fix support quoted keys in inline tables li a href merge pull request 2164 from snyk a href the full diff check the changes in this pr to ensure they won t cause issues with your project note you are seeing this because you or someone else with access to this repository has authorized snyk to open fix prs for more information img src width 0 height 0 view latest project report adjust project settings read more about snyk s upgrade and patch logic snyk metadata prid 66e8 4dac a382 prpublicid 66e8 4dac a382 dependencies name electron store from 5 2 0 to 6 0 0 name snyk from 1 503 0 to 1 685 0 packagemanager npm projectpublicid ac78 4739 bd7f projecturl patch vulns snyk js semver upgrade snyk js semver isbreakingchange true env prod prtype fix templatevariants priorityscore priorityscorelist 658 remediationstrategy vuln learn how to fix vulnerabilities with free interactive lessons regular expression denial of service redos']"
87,29,87_enum_enumset_enums_written,"['enum', 'enumset', 'enums', 'written', 'enumbasiccreationtest', 'testenum', 'testemptyenumsetonjdk17', 'alias', 'deserialization', 'cedarsoftware']","['fix enum string conversion summary handle enum values written as bare strings when a specific type is requested document string to enum fallback in changelog testing fails', 'fix enum field deserialization summary include enum class info when enums contain extra fields note enum type info behavior in documentation document change in changelog testing failed not found', 'add datamode enum summary introduce enum for payload generation update to handle enum values or strings convert usage in and tests to the new enum testing']"
88,29,88_snyk_severity_electron_high,"['snyk', 'severity', 'electron', 'high', 'exploit', 'js', 'has', 'known', 'project', 'vulnerable']","['snyk security upgrade electron from 9 3 1 to 11 2 2 h3 snyk has created this pr to fix one or more vulnerable packages in the dependencies of this project merge advice changes included in this pr changes to the following files to upgrade the vulnerable dependencies to a fixed version package json package lock json vulnerabilities that will be fixed with an upgrade severity priority score issue breaking change exploit maturity high severity high severity 776 br why recently disclosed has a fix available cvss 9 8 use after free br yes no known exploit high severity high severity 651 br why recently disclosed has a fix available cvss 7 3 insufficient validation br yes no known exploit medium severity medium severity 536 br why recently disclosed has a fix available cvss 5 use after free br yes no known exploit note that the real score may have changed since the pr was raised check the changes in this pr to ensure they won t cause issues with your project note you are seeing this because you or someone else with access to this repository has authorized snyk to open fix prs for more information img src width 0 height 0 view latest project report adjust project settings read more about snyk s upgrade and patch logic snyk metadata prid 231c 4fb3 9cf0 dependencies name electron from 9 3 1 to 11 2 2 packagemanager npm projectpublicid ac78 4739 bd7f projecturl patch vulns snyk js electron snyk js electron snyk js electron upgrade snyk js electron snyk js electron snyk js electron isbreakingchange true env prod prtype fix templatevariants updated fix title priorityscore merge advice badge shown priorityscorelist 776 651 536', 'snyk security upgrade electron from 9 3 1 to 9 4 1 h3 snyk has created this pr to fix one or more vulnerable packages in the dependencies of this project merge advice changes included in this pr changes to the following files to upgrade the vulnerable dependencies to a fixed version package json package lock json vulnerabilities that will be fixed with an upgrade severity priority score issue breaking change exploit maturity medium severity medium severity 550 br why has a fix available cvss 6 5 information exposure br no no known exploit high severity high severity 776 br why recently disclosed has a fix available cvss 9 8 use after free br no no known exploit high severity high severity 661 br why recently disclosed has a fix available cvss 7 5 out of bounds read br no no known exploit note that the real score may have changed since the pr was raised check the changes in this pr to ensure they won t cause issues with your project note you are seeing this because you or someone else with access to this repository has authorized snyk to open fix prs for more information img src width 0 height 0 view latest project report adjust project settings read more about snyk s upgrade and patch logic snyk metadata prid 6658 40c1 aad7 dependencies name electron from 9 3 1 to 9 4 1 packagemanager npm projectpublicid ac78 4739 bd7f projecturl patch vulns snyk js electron snyk js electron snyk js electron upgrade snyk js electron snyk js electron snyk js electron isbreakingchange false env prod prtype fix templatevariants updated fix title priorityscore merge advice badge shown priorityscorelist 550 776 661', 'snyk security upgrade electron from 9 3 1 to 11 2 1 h3 snyk has created this pr to fix one or more vulnerable packages in the dependencies of this project merge advice changes included in this pr changes to the following files to upgrade the vulnerable dependencies to a fixed version package json package lock json vulnerabilities that will be fixed with an upgrade severity priority score issue breaking change exploit maturity medium severity medium severity 611 br why recently disclosed has a fix available cvss 6 5 improper input validation br yes no known exploit high severity high severity 726 br why recently disclosed has a fix available cvss 8 8 use after free br yes no known exploit high severity high severity 726 br why recently disclosed has a fix available cvss 8 8 use after free br yes no known exploit note that the real score may have changed since the pr was raised check the changes in this pr to ensure they won t cause issues with your project note you are seeing this because you or someone else with access to this repository has authorized snyk to open fix prs for more information img src width 0 height 0 view latest project report adjust project settings read more about snyk s upgrade and patch logic snyk metadata prid 87f2 49ee 8d4c dependencies name electron from 9 3 1 to 11 2 1 packagemanager npm projectpublicid ac78 4739 bd7f projecturl patch vulns snyk js electron snyk js electron snyk js electron upgrade snyk js electron snyk js electron snyk js electron isbreakingchange true env prod prtype fix templatevariants updated fix title priorityscore merge advice badge shown priorityscorelist 611 726 726']"
89,28,89_dns_ipv6_rdns_psl,"['dns', 'ipv6', 'rdns', 'psl', 'reverse', 'records', 'cname', 'lookup', 'enum', 'domains']","['add reverse dns verification utility summary implement for reverse dns verification use new rdns module in cli flag update rdns tests to import from new location testing', 'add dns validation script summary add to verify custom domain records document the new script and update scripts overview test dns helper logic with vitest testing', 'add ipv6 dns validation summary extend dns check script to verify aaaa records update docs for ipv6 dns checks add vitest coverage for aaaa records record progress in tasks and status testing']"
90,28,90_net_targeting_sdk_does,"['net', 'targeting', 'sdk', 'does', 'current', 'windowsdesktop', 'support', 'target', 'semaphoreslim', 'webviewsample']","['update net version and build instructions summary update prerequisites in readme to mention net 9 sdk use in readme build steps update md to target net 9 and use testing fails command not found', 'clean up unused app config summary remove the obsolete drop the project reference to the config file testing fails the current net sdk does not support targeting net 9 0', 'add integration test project summary move integration tests into new project remove ef core inmemory dependency from unit tests add integration project to the solution testing fails current net sdk does not support targeting net 9 0 fails current net sdk does not support targeting net 9 0']"
91,28,91_dotnet_onnx_photobank_unittests,"['dotnet', 'onnx', 'photobank', 'unittests', 'duplicate', 'cs', 'photo', 'verbosity', 'console', 'fullyqualifiedname']","['replace objectpropertyenricher with ml net onnx ml net onnx yolo azure computer vision api yolomodels cs yolo input detectedobjectonnx cococlassnames yoloonnxservice cs onnx yolo onnx resize normalize nms non maximum suppression 80 coco dataset yoloonnxoptions cs onnx enricher onnxobjectdetectionenricher cs enricher onnx onnxobjectdetectionenrichertests cs unit tests enricher readme md photobank services csproj nuget microsoft ml 3 0 1 microsoft ml imageanalytics 3 0 1 microsoft ml onnxtransformer 3 0 1 sixlabors imagesharp 3 1 6 geowrapper cs createrectanglefromonnxdetection onnx addphotobankconsoleextensions cs onnx enricher di onnx azure yoloonnxoptions appsettings json onnx api api yolov5 yolov8 etc appsettings json onnx enabled false azure computer vision api related to ml net onnx', 'feat centralize media url generation via resolver summary add imediaurlresolver to encapsulate presigned url generation with unified logging refactor photo and face services to consume the resolver and register it in di update unit tests and add mediaurlresolver tests covering success and failure cases testing dotnet test photobank unittests no build filter fullyqualifiedname mediaurlresolvertests logger console verbosity minimal dotnet test photobank unittests no build filter fullyqualifiedname photoservicegetallphotosasynctests logger console verbosity minimal dotnet test photobank unittests no build filter fullyqualifiedname photoservicegetphotoasynctests logger console verbosity minimal dotnet test photobank unittests no build filter fullyqualifiedname photoservicegetfacespageasynctests logger console verbosity minimal dotnet test photobank unittests no build filter fullyqualifiedname photoserviceuploadtests logger console verbosity minimal dotnet test photobank unittests no build filter fullyqualifiedname persongroupservicetests logger console verbosity minimal', 'feat add ingestion and duplicate services for photos summary add dedicated photo ingestion service with filesystem and s3 support introduce photo duplicate finder service and refactor photo query logic update photoservice di registrations and unit tests to use new abstractions testing dotnet test photobank backend sln fails docker daemon unavailable for integration tests dotnet test no build photobank unittests logger console verbosity minimal fails logger failure due to output limits dotnet test no build photobank unittests filter fullyqualifiedname photoserviceuploadtests pass']"
92,27,92_develop_nerge__,"['develop', 'nerge', '', '', '', '', '', '', '', '']","['develop', 'develop', 'develop']"
93,27,93_demand_equilibrium_market_auction,"['demand', 'equilibrium', 'market', 'auction', 'tutorial', 'supply', 'monopoly', 'curves', 'revenue', 'repr']","['add intersection operator for creating markets implement and method on demand and supply classes allows intuitive market creation market demand supply works in both directions demand supply supply demand comprehensive unit tests ensure correct behavior this makes market creation more intuitive and pythonic market demand supply instead of market market demand supply generated with claude code', 'add market equilibrium tutorial and demand curve validation create new market equilibrium tutorial focusing on elasticity misconceptions add validation to prevent demand curves with zero intercepts tutorial demonstrates that same slope doesn t mean same elasticity includes both rst documentation and jupyter notebook generated with claude code', 'fix imports and exports for better api consistency update market equilibrium rst to use proper module imports add demand supply equilibrium market to package exports use market class consistently in tutorial not equilibrium use from formula method for creating curves from strings this allows users to import directly from freeride package generated with claude code']"
94,27,94_electron_renderer_e2e_session,"['electron', 'renderer', 'e2e', 'session', 'modules', 'created', 'remote', 'imports', 'preload', 'module']","['refactor split settings modules summary separate main settings move electron specific watchers out of common module update imports for environment specific settings adjust unit tests for new modules testing fails session not created', 'refactor split settings modules summary separate main settings move electron specific watchers out of common module update imports for environment specific settings adjust unit tests for new modules testing fails session not created', 'feat add renderer module load logging summary add runtime checks for window electron to logger emit debug messages when renderer modules load update tests to provide electron remote for renderer testing fails session not created']"
95,26,95_chronicle_javadoc_core_jacoco,"['chronicle', 'javadoc', 'core', 'jacoco', 'thread', 'behaviour', 'functional', 'documentation', 'public', 'resource']","['split requirements into focused docs add ops tighten init ordering and expand core test matrix with tuned jacoco gates this change elevates chronicle core s documentation operational guidance and test coverage while making a handful of targeted correctness and determinism fixes it replaces the monolithic with focused specs functional data operational interface control and system architecture wires the docs into introduces an executable test batch plan and nudges quality gates to realistic enforceable levels why traceability map behaviours to stable ids that tests adrs and runbooks can reference operational clarity provide runbooks and scenario guides so operators can resolve common issues without source spelunking deterministic boot ensure hooks can set properties before consumes them stable gates align jacoco thresholds with current repeatable coverage while preventing regressions what changed highlights documentation developer ux replace single project requirements link with a navigable suite functional data operational interface control icd and system architecture new specs catalogue identifiers for on wire and telemetry shape guarantees operators can rely on api contracts tied back to capability map and component interactions runbooks scenarios common failure modes resolution breadcrumb trail security pooling docs expand with semantics and guard rails cross link to thread safety guarantees decision log maintenance update cross refs from the removed to the new functional spec adjust notes for entries build quality gates jacoco set line and branch as project defaults and in the profile to reflect current stable coverage while keeping pressure on critical paths maven set to under the profile to drive report generation consistently license plugin excludes add and to avoid false positives core behaviour fixes boot ordering call at the top of static init so pre init runnables can prepare or override properties before reads them resource tracing noise gate the resource tracing enabled warn behind to keep ci logs clean thread local cleanup race synchronise internal list manipulation make the method robust under concurrent callers scoped pools validate capacity early to prevent misconfiguration i helpers actually create the directory and mark for delete on exit surface io errors materialise a unique target scoped file path and ensure parent prep is safe tests utilities test batch plan new with 11 reproducible command batches to exercise the most sensitive areas pre publish new tests selected boot ordering thread locals cleanup reference counting releaser additions os size alignment i onoes fallback path pom metadata time provider concurrency parsing and unit conversions test resources for classpath precedence checks backwards compatibility apis no public api signature changes behavioural notes now guarantees init runnables execute before property hydration expect earlier failures for misconfigured hooks desirable will now throw if fast fail temp helpers have stricter error handling callers may now see clear on env issues operational impact new requirements documented runbooks added and linked from logging of resource tracing warns suppressed in unit tests unchanged in normal runtime', 'tighten jlbh encoding policy constructor safety and documentation traceability this pr aligns jlbh with chronicle s encoding and documentation conventions strengthens harness safety around resource tracing and improves test determinism and requirements traceability functional changes fail fast when intrusive jvm resource tracing is enabled now checks the system property in the constructor and throws an instead of calling when it is set empty or this prevents the harness from silently terminating the host jvm while still protecting benchmark integrity when intrusive tracing is enabled new documents this behaviour and the property semantics thread safe tracking of sample count for watchdog logic replaced the counter with an all reads in and now use atomic operations this makes the interaction between the sampling thread and the timeout watchdog deterministic and avoids racy reads when checking for stalled benchmarks deterministic csv output encoding now writes via an with instead of relying on platform default encoding ensures csv output is stable across platforms and consistent with the documented character set policy bom upgrade bumped from to to align with the latest dependency set logging stack etc used across chronicle modules non functional changes encoding language policy and tooling in clarified the character set policy from ascii 7 only to iso 8859 1 code points 0 255 while still advising against smart quotes non breaking spaces and accented characters linked to the university of oxford style guide for british english spelling added guidance and tooling hints and ide settings to detect non compliant characters updated guidance to reference the iso 8859 1 policy security review guidance added a security checklist section to explicit reminder to run a security pass on every pr validation authn encoding overflow resource exhaustion timing attacks clear never commit secrets rules and recommendations env vars vault cloud secret managers guidance to document intentional security trade offs and hot spots in javadoc e g unchecked casts for performance commit pr etiquette and workflow tweaked examples in the commit message pr etiquette section to avoid unnecessary quoting around the subject line added a when to open a pr subsection clarifying prs should be opened once passes prs must be linked to issues records prs should stay focused and avoid bundling unrelated refactors documentation structure numbering and traceability added and to key files architecture srs guides enabled and removed manual numeric prefixes from section titles in tidied up minor wording and link issues microbenchmark micro benchmark fixed trailing punctuation in external link labels updated glossary anchor from to decision log and requirements cross references expanded with a decision index and new jl scoped decisions fn nf p ops doc nine box tagging added detailed records for single threaded harness and lifecycle default coordinated omission compensation and histogram design os jitter tracking as an optional probe additional probes and api csv serialisation and result retention teamcity ci integration via statistics linked feature requirements in back to the corresponding decisions e g etc improving traceability from requirements design decisions implementation javadoc and inline comment hygiene in clarified the principle that javadoc and inline comments should only explain what is not manifest from the signature or code added concrete examples of bad vs good inline comments to reduce noise and encourage comments that explain subtle behaviour not restate field names sample code and examples updated and clarified commentary around vs and the impact on what is actually measured highlighted coordinated omission options as explicit commented out configuration simplified to remove unused work and use only as a placeholder for minimal in loop work encoding stable tests and small clean ups standardised test harnesses etc to create s with explicit encodings decode contents using and normalise line endings making tests deterministic across platforms minor internal refactors renamed and updated tests accordingly simplified implementation reduced unnecessary fields and state in deterministic fixtures to keep tests clear and side effect free relaxed the visibility of for test inspection via reflection still package private api overall the pr tightens encoding and documentation conventions improves safety and thread safety in the core harness and makes both csv output and tests more predictable across different environments', 'document chronicle core architecture and tighten init handling functional changes init system properties behaviour and tests clarified chronicle core s rules by pointing in this module at the root and stating that durable docs live under with as the landing page added new helpers and small changes around so that init hooks are driven by the static initialiser rather than a no op method post init hooks can assert that resource tracing flags and safepoint properties are in the expected state exit codes make it obvious when init run in the wrong order or properties are overridden unexpectedly process io charset handling now reads resources using utf 8 explicitly instead of relying on the platform default and the internal process helper now use utf 8 when decoding command output always destroy the spawned in a block to avoid leaking os processes uses instead of when generating a fallback pid uses utf 8 for parsing and for small helper commands etc warns instead of silently ignoring when directories cannot be created but still falls back to a sensible path now goes via instead of improving nio integration while retaining the existing behaviour normalises url decoding to utf 8 and ensures both the underlying and reader are closed deterministically preserves the limit via returning eof once the budget is exhausted and throwing if more data is attempted keeps the existing builder contract timeouts and size limits but makes resource lifetimes and error paths more explicit direct buffer and memory handling now clearly throws a when given a non direct buffer instead of failing later with low level errors still calls the native unmap but now optionally logs non zero return codes under debug to aid diagnosing mmap issues background releaser reference tracing semantics behaviour of is unchanged but new tests now assert that drains the queue and closes all queued resources the releasing thread s interrupt flag is restored after draining verifies that tracing still captures stack traces surfaces leaks via with a suppressed stack trace for each unreleased resource dependency alignment bumped from to in the root pom so chronicle core inherits the latest vetted third party versions set scope to explicitly matching effective behaviour but now documented in the pom non functional changes documentation overhaul asciidoc requirements introduced or significantly extended core docs under chronicle core architectural capability map and component interactions complete nine box requirement catalogue including new and entries e g for native affinity background releaser drain resource tracing system properties replaces the old and documents the system property surface in one place detailed explanation of the cas loop and monotonicity guarantees and updated with new decisions e g tying ci evidence and runbooks back to requirements normalised asciidoc headers anchors and list styles across existing docs and inline readme sections guidance added and with chronicle core specific guidance project overview build commands architecture requirements tags for those tools updated module to point at the repository root as the base house rules clarify that authoritative docs live in and that is the landing page api documentation and package metadata added or expanded javadoc and across the core modules including assertions analytics cleaner spi internal utilities pools time providers values threads shutdown scoped resources clarified intent and usage of analytics facades and internal spi wiring added to many packages to mark them explicitly as internal implementation details rather than public api tests and quality improvements widespread test clean up standardised on utf 8 for test io where encoding matters and ensured streams are closed in with resources replaced with where appropriate in tests to reduce blocking and improve reproducibility tightened assertions and error messages e g with explicit messages improved concurrency and leak tests added focused tests around chronicle init precedence and loading cleaner service discovery and fallbacks tests and behaviour removed or simplified dead code unused fields e g redundant in unused helper classes in tests and modernised logging to parameterised slf4j calls minor refactorings style reordered constructors and static initialisers for clarity e g normalised brace style field visibility and comments tightened some usage to better match the underlying concurrency contracts switched a few internal utilities to use and constants instead of older io apis or implicit platform encodings overall this pr is primarily a documentation test and hygiene sweep for chronicle core with small targeted functional improvements around init hooks io handling process lifecycle management and error reporting']"
96,25,96_fusion_sensor_wappalyzer_matcher,"['fusion', 'sensor', 'wappalyzer', 'matcher', 'modulenotfounderror', 'sensorfusion', 'named', 'bot', 'dataset', 'confidence']","['integrate wappalyzer group data summary extend sensor fusion wappalyzer matcher to include group info display groups in simple matcher test output include groups when listing technology categories document new group info in the sensor fusion readme testing', 'enhance sensor fusion wappalyzer data handling summary expose full groups data in update dataset test to report group counts document new helper function in the sensor fusion readme testing fails modulenotfounderror no module named aio', 'extend sensor fusion bot with basic wappalyzer matcher summary implement for lightweight fingerprint matching add exercising the new matcher document the new test in the sensor fusion readme testing fails modulenotfounderror no module named requests']"
97,24,97_resume_toggle_wordle_react,"['resume', 'toggle', 'wordle', 'react', 'gate', 'career', 'scripts', 'fade', 'education', 'buttons']","['add resume section toggle summary add simple toggle for career vs education timelines make timeline animation effect react to data changes style toggle links testing fails react scripts not found', 'add fade animation for resume toggle summary animate the resume timeline fade on toggle handle toggle logic for career and education views testing fails react scripts not found', 'improve resume toggle buttons summary add better button styling for resume toggle testing fails react scripts not found']"
98,24,98_migrate_content_old_site,"['migrate', 'content', 'old', 'site', 'pages', 'page', 'docs', 'continue', 'frontend', 'compliance']","['migrate more dashboard pages summary migrate additional dashboard pages from the old site link to new sections from the dashboard index testing', 'migrate faq page content summary migrate faq content from old website docs to testing', 'migrate docs index page styling summary migrate index page content from old layout testing']"
99,24,99_hyprland_terminal_hyprshot_autostart,"['hyprland', 'terminal', 'hyprshot', 'autostart', 'kde', 'wf', 'recorder', 'alacritty', 'screenshot', 'keybindings']","['set hyprland desktop environment summary set in hyprland configuration testing', 'route alacritty to terminal workspace summary start alacritty in the dedicated terminal workspace on hyprland force alacritty windows onto the terminal special workspace testing missing gh flutter git tag inc rar 7z xinput grim slurp wl copy hyprpicker hyprshot wf recorder swaymsg solaar kded6 kdeconnect indicator nm applet anytype appimage', 'add kdeconnect autostart for hyprland summary run on hyprland startup testing']"
100,24,100_guidelines_guide_instructions_md,"['guidelines', 'guide', 'instructions', 'md', 'contributing', 'readme', 'getting', 'started', 'book', 'expand']","['add local development guide summary document how to work on the project in link the guide from the readme and book introduction register the new chapter in note the addition in testing', 'add contributing guide summary rewrite with setup testing and pr instructions mark the pending task for this doc as done testing', 'add contributing guidelines summary add contributing guide with setup code standards and pr rules mark doc task as done in testing']"
101,24,101_gang_faction_script_boss,"['gang', 'faction', 'script', 'boss', 'ascension', 'buying', 'territory', 'augmentation', 'buy', 'members']","['add gang training focus and equipment roi summary compute role profiles from gang tasks expose trainingfocusmanager and equipmentmanager track stat velocity for ascensions integrate new logic into gang boss manager document new configuration and modules test roi and training task selection testing', 'add minimal gang boss script summary add config option for gang scripts implement recruiting up to 12 gang members and training them testing', 'add gang management script summary add configurable gang settings implement gang management script using config testing']"
102,24,102_ismodsimplifiable_integer_ismultiplicationsimplifiable_mathematical,"['ismodsimplifiable', 'integer', 'ismultiplicationsimplifiable', 'mathematical', 'fraction', 'simplifiable', 'constexpr', 'class', 'modulo', 'optimizations']","['feat implement ismodsimplifiable in integer class implementation of ismodsimplifiable in integer class this pr implements the ismodsimplifiable method in the integer class following the pattern established by ismultiplicationsimplifiable the implementation handles various cases integer divisors simplifiable zero divisor not simplifiable fractions not simplifiable variables not simplifiable exponentiation not simplifiable testing all tests pass locally implementation verified through integer test cpp build completes successfully link to devin run', 'feat implement ismodsimplifiable in integer class clean implementation of ismodsimplifiable in integer class following the pattern of ismultiplicationsimplifiable link to devin run', 'feat add ismodsimplifiable method to modulo class feat add ismodsimplifiable method to modulo class added ismodsimplifiable method to the modulo class following the pattern established by ismultiplicationsimplifiable this implementation provides a foundation for mathematical optimization and transformation in the openmind library s symbolic mathematics framework changes added ismodsimplifiable method with empty implementation follows the same pattern as ismultiplicationsimplifiable returns std pair bool valuable positioned alongside similar simplification methods implementation notes empty implementation maintains mathematical correctness future optimizations will require rigorous proofs follows established pattern for mathematical transformations link to devin run']"
